benchmark,size,n_nodes,n_processes,best_backend,sub_backend,best_runtime,n_qubits,depth,width,n_clbits,n_ops,n_gates,n_parameters,n_connected_components,n_measure_ops,single_qubit_gates,two_qubit_gates,three_qubit_gates,four_qubit_gates,num_separable_circuits,num_tensor_factors,num_serial_layers,qc_width_total,num_registers,num_cregs,num_ancillas,idle_wires,global_phase,dag_size_ops,dag_edge_count,longest_path_len,num_control_flow_ops,num_barriers,num_distinct_twoq_pairs,touch_min,touch_max,touch_avg,clifford_count,nonclifford_count,measure_fraction,total_gate_params,avg_gate_params,std_gate_params,min_gate_params,max_gate_params,num_controlled_gates,num_unitary_factors,dag_duration,qc_duration,gate_barrier,gate_ccx,gate_cp,gate_cu,gate_cx,gate_cz,gate_h,gate_measure,gate_p,gate_rx,gate_ry,gate_rz,gate_s,gate_swap,gate_u2,arg_number_of_iterations,arg_optimization_level,algo_depth,algo_width,algo_num_qubits,algo_num_clbits,algo_num_ops,algo_num_2q_gates,algo_num_cliffords,algo_num_non_cliffords,algo_critical_path_length,algo_connected_components,algo_num_parameters,algo_gate_measure,algo_gate_cx,algo_gate_h,transpile_opt_level,hw_circ_depth,hw_circ_width,hw_circ_num_ops,hw_circ_num_2q_gates,hw_circ_swaps,hw_circ_connected_components,hw_circ_connectivity_degree_max,hw_circ_connectivity_degree_avg,hw_gate_cz,hw_gate_measure,hw_gate_rz,hw_gate_sx,exec_openmp_num_threads,exec_mpi_rank,exec_mpi_size,exec_transpile_time,depth_ratio,twoq_ratio,hw_gate_cx,hw_gate_h,algo_gate_rz,algo_gate_cz,algo_gate_s,algo_gate_swap,algo_gate_rx,hw_gate_x,algo_gate_cu,algo_gate_ccx,algo_gate_cp,algo_gate_u2,algo_gate_ry,algo_gate_p,algo_gate_barrier,hw_gate_barrier,hw_gate_rx,algo_gate_reset,hw_gate_reset,hw_gate_gpi2,hw_gate_ms,hw_gate_gpi,hw_gate_ry,arg_device,arg_run_mode,algo_shots,be_backend_name,be_backend_type,be_backend_is_simulator,depth_qf,width_qf,n_ops_qf,two_qubit_gates_qf,clifford_count_qf,nonclifford_count_qf,critical_path_length_qf,connected_components_qf,num_parameters_qf,critical_path_length,connected_components,num_parameters
qaoa,4,1,4,nwqsim,MPI,25613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,8,1,1,nwqsim,MPI,189736.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,8,1,4,nwqsim,MPI,24352.166666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,8,1,8,nwqsim,MPI,62546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,8,4,1,nwqsim,MPI,150730.53999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,1,1,nwqsim,MPI,158235.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,1,4,nwqsim,MPI,14916.666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,2,2,nwqsim,MPI,181533.52860000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,2,4,nwqsim,MPI,149366.60039999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,2,8,nwqsim,MPI,160412.4202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,4,1,nwqsim,MPI,155658.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,10,4,2,nwqsim,MPI,167244.8994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,16,1,4,nwqsim,MPI,18692.333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,16,1,16,nwqsim,MPI,32801.333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,16,1,32,nwqsim,MPI,38240.333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,16,2,2,nwqsim,MPI,16821.333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,16,2,4,nwqsim,MPI,19204.333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,16,2,8,nwqsim,MPI,123110.11111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,1,1,nwqsim,MPI,179859.00866666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,1,2,nwqsim,MPI,175756.97966666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,1,4,nwqsim,MPI,181048.09466666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,1,8,nwqsim,MPI,110783.99016666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,1,16,nwqsim,MPI,190405.52827272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,2,2,nwqsim,MPI,184967.3582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,2,4,nwqsim,MPI,177517.9652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,2,8,nwqsim,MPI,49991.21844444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,4,1,nwqsim,MPI,177192.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,4,2,nwqsim,MPI,171432.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,4,4,nwqsim,MPI,172600.9556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,20,4,8,nwqsim,MPI,180958.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaoa,30,16,8,nwqsim,MPI,5148218.6899999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,4,1,4,nwqsim,mpi,420.3763636363636,4.0,14.0,4.0,4.0,20.0,20.0,0.0,1.0,4.0,12.0,8.0,0.0,0.0,1.0,1.0,20.0,8.0,1.0,1.0,0.0,0.0,0.0,20.0,40.0,16.0,,0.0,4.0,7.0,7.0,7.0,8.0,12.0,1.0,8.0,0.4,0.4898979485566356,0.0,1.0,8.0,1.0,,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,6.526315789473684,20.0,8.0,10.526315789473685,9.473684210526315,14.0,1.0,0.0,14.0,1.0,0.0
tfim,4,1,8,ibmq,ibm_torino,49.12257194519043,4.0,14.0,4.0,4.0,20.0,20.0,0.0,1.0,4.0,12.0,8.0,0.0,0.0,1.0,1.0,20.0,8.0,1.0,1.0,0.0,0.0,0.0,20.0,40.0,16.0,,0.0,4.0,7.0,7.0,7.0,8.0,12.0,1.0,8.0,0.4,0.4898979485566356,0.0,1.0,8.0,1.0,,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,14.0,4.0,4.0,4.0,20.0,8.0,8.0,12.0,14.0,1.0,0.0,4.0,8.0,,1.0,51.0,133.0,78.0,14.0,0.0,130.0,2.0,0.045112781954887216,14.0,4.0,31.0,29.0,1.0,0.0,1.0,1.6593758491799235,3.642857142857143,1.75,,,4.0,,,,4.0,,,,,,,,,,,,,,,,,CPU,sync,,ibm_torino,hardware,False,14.0,6.526315789473684,20.0,8.0,10.526315789473685,9.473684210526315,14.0,1.0,0.0,14.0,1.0,0.0
tfim,8,1,4,nwqsim,mpi,457.1766666666667,8.0,26.0,8.0,8.0,40.0,40.0,0.0,1.0,8.0,24.0,16.0,0.0,0.0,1.0,1.0,40.0,16.0,1.0,1.0,0.0,0.0,0.0,40.0,80.0,28.0,,0.0,8.0,7.0,7.0,7.0,16.0,24.0,1.0,16.0,0.4,0.4898979485566356,0.0,1.0,16.0,1.0,,,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,12.465116279069768,40.0,16.0,20.46511627906977,19.53488372093023,26.0,1.0,0.0,26.0,1.0,0.0
tfim,8,1,8,ibmq,ibm_torino,47.89471626281738,8.0,26.0,8.0,8.0,40.0,40.0,0.0,1.0,8.0,24.0,16.0,0.0,0.0,1.0,1.0,40.0,16.0,1.0,1.0,0.0,0.0,0.0,40.0,80.0,28.0,,0.0,8.0,7.0,7.0,7.0,16.0,24.0,1.0,16.0,0.4,0.4898979485566356,0.0,1.0,16.0,1.0,,,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,26.0,8.0,8.0,8.0,40.0,16.0,16.0,24.0,26.0,1.0,0.0,8.0,16.0,,1.0,109.0,133.0,152.0,28.0,0.0,122.0,2.0,0.18045112781954886,28.0,8.0,59.0,57.0,1.0,0.0,1.0,1.46759622823447,4.1923076923076925,1.75,,,8.0,,,,8.0,,,,,,,,,,,,,,,,,CPU,sync,,ibm_torino,hardware,False,26.0,12.465116279069768,40.0,16.0,20.46511627906977,19.53488372093023,26.0,1.0,0.0,26.0,1.0,0.0
tfim,9,1,8,ibmq,ibm_torino,40.53354263305664,9.0,29.0,9.0,9.0,45.0,45.0,0.0,1.0,9.0,27.0,18.0,0.0,0.0,1.0,1.0,45.0,18.0,1.0,1.0,0.0,0.0,0.0,45.0,90.0,31.0,,0.0,9.0,7.0,7.0,7.0,18.0,27.0,1.0,18.0,0.4,0.4898979485566356,0.0,1.0,18.0,1.0,,,0.0,0.0,0.0,0.0,18.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,29.0,9.0,9.0,9.0,45.0,18.0,18.0,27.0,29.0,1.0,0.0,9.0,18.0,,1.0,113.0,133.0,157.0,27.0,0.0,122.0,2.0,0.18045112781954886,27.0,9.0,66.0,55.0,1.0,0.0,1.0,1.665587440598756,3.896551724137931,1.5,,,9.0,,,,9.0,,,,,,,,,,,,,,,,,CPU,sync,,ibm_torino,hardware,False,29.0,13.695652173913043,45.0,18.0,22.695652173913043,22.304347826086957,29.0,1.0,0.0,29.0,1.0,0.0
tfim,12,1,4,nwqsim,mpi,476.1766666666667,12.0,38.0,12.0,12.0,60.0,60.0,0.0,1.0,12.0,36.0,24.0,0.0,0.0,1.0,1.0,60.0,24.0,1.0,1.0,0.0,0.0,0.0,60.0,120.0,40.0,,0.0,12.0,7.0,7.0,7.0,24.0,36.0,1.0,24.0,0.4,0.4898979485566356,0.0,1.0,24.0,1.0,,,0.0,0.0,0.0,0.0,24.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,16,1,4,qiskitaer,automatic,0.0,16.0,50.0,16.0,16.0,80.0,80.0,0.0,1.0,16.0,48.0,32.0,0.0,0.0,1.0,1.0,80.0,32.0,1.0,1.0,0.0,0.0,0.0,80.0,160.0,52.0,,0.0,16.0,7.0,7.0,7.0,32.0,48.0,1.0,32.0,0.4,0.4898979485566356,0.0,1.0,32.0,1.0,,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,24.727272727272727,80.0,32.0,40.72727272727273,39.27272727272727,50.0,1.0,0.0,50.0,1.0,0.0
tfim,16,1,8,ibmq,ibm_torino,100.85821151733398,16.0,50.0,16.0,16.0,80.0,80.0,0.0,1.0,16.0,48.0,32.0,0.0,0.0,1.0,1.0,80.0,32.0,1.0,1.0,0.0,0.0,0.0,80.0,160.0,52.0,,0.0,16.0,7.0,7.0,7.0,32.0,48.0,1.0,32.0,0.4,0.4898979485566356,0.0,1.0,32.0,1.0,,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,1.0,1.0,50.0,16.0,16.0,16.0,80.0,32.0,32.0,48.0,50.0,1.0,0.0,16.0,32.0,,1.0,223.0,133.0,375.0,71.0,0.0,118.0,3.0,0.24060150375939848,71.0,16.0,139.0,149.0,1.0,0.0,1.0,2.1628632028587162,4.46,2.21875,,,16.0,,,,16.0,,,,,,,,,,,,,,,,,CPU,sync,,ibm_torino,hardware,False,50.0,24.727272727272727,80.0,32.0,40.72727272727273,39.27272727272727,50.0,1.0,0.0,50.0,1.0,0.0
tfim,16,1,16,nwqsim,mpi,559.928,16.0,50.0,16.0,16.0,80.0,80.0,0.0,1.0,16.0,48.0,32.0,0.0,0.0,1.0,1.0,80.0,32.0,1.0,1.0,0.0,0.0,0.0,80.0,160.0,52.0,,0.0,16.0,7.0,7.0,7.0,32.0,48.0,1.0,32.0,0.4,0.4898979485566356,0.0,1.0,32.0,1.0,,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,24.727272727272727,80.0,32.0,40.72727272727273,39.27272727272727,50.0,1.0,0.0,50.0,1.0,0.0
tfim,16,2,2,qiskitaer,automatic,0.0,16.0,50.0,16.0,16.0,80.0,80.0,0.0,1.0,16.0,48.0,32.0,0.0,0.0,1.0,1.0,80.0,32.0,1.0,1.0,0.0,0.0,0.0,80.0,160.0,52.0,,0.0,16.0,7.0,7.0,7.0,32.0,48.0,1.0,32.0,0.4,0.4898979485566356,0.0,1.0,32.0,1.0,,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,24.727272727272727,80.0,32.0,40.72727272727273,39.27272727272727,50.0,1.0,0.0,50.0,1.0,0.0
tfim,16,2,4,nwqsim,mpi,531.5933333333334,16.0,50.0,16.0,16.0,80.0,80.0,0.0,1.0,16.0,48.0,32.0,0.0,0.0,1.0,1.0,80.0,32.0,1.0,1.0,0.0,0.0,0.0,80.0,160.0,52.0,,0.0,16.0,7.0,7.0,7.0,32.0,48.0,1.0,32.0,0.4,0.4898979485566356,0.0,1.0,32.0,1.0,,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,24.727272727272727,80.0,32.0,40.72727272727273,39.27272727272727,50.0,1.0,0.0,50.0,1.0,0.0
tfim,16,2,8,nwqsim,mpi,517.208,16.0,50.0,16.0,16.0,80.0,80.0,0.0,1.0,16.0,48.0,32.0,0.0,0.0,1.0,1.0,80.0,32.0,1.0,1.0,0.0,0.0,0.0,80.0,160.0,52.0,,0.0,16.0,7.0,7.0,7.0,32.0,48.0,1.0,32.0,0.4,0.4898979485566356,0.0,1.0,32.0,1.0,,,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,24.727272727272727,80.0,32.0,40.72727272727273,39.27272727272727,50.0,1.0,0.0,50.0,1.0,0.0
tfim,18,1,32,nwqsim,mpi,733.7239999999999,18.0,56.0,18.0,18.0,90.0,90.0,0.0,1.0,18.0,54.0,36.0,0.0,0.0,1.0,1.0,90.0,36.0,1.0,1.0,0.0,0.0,0.0,90.0,180.0,58.0,,0.0,18.0,7.0,7.0,7.0,36.0,54.0,1.0,36.0,0.4,0.4898979485566356,0.0,1.0,36.0,1.0,,,0.0,0.0,0.0,0.0,36.0,0.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,20,1,8,ibmq,ibm_torino,52.86121368408203,20.0,62.0,20.0,20.0,100.0,100.0,0.0,1.0,20.0,60.0,40.0,0.0,0.0,1.0,1.0,100.0,40.0,1.0,1.0,0.0,0.0,0.0,100.0,200.0,64.0,,0.0,20.0,7.0,7.0,7.0,40.0,60.0,1.0,40.0,0.4,0.4898979485566356,0.0,1.0,40.0,1.0,,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,62.0,20.0,20.0,20.0,100.0,40.0,40.0,60.0,62.0,1.0,0.0,20.0,40.0,,1.0,206.0,133.0,285.0,40.0,0.0,114.0,2.0,0.3007518796992481,40.0,20.0,143.0,82.0,1.0,0.0,1.0,2.3993622506968677,3.3225806451612905,1.0,,,20.0,,,,20.0,,,,,,,,,,,,,,,,,CPU,sync,,ibm_torino,hardware,False,62.0,31.162790697674417,100.0,40.0,51.16279069767442,48.83720930232558,62.0,1.0,0.0,62.0,1.0,0.0
tfim,20,1,32,nwqsim,mpi,782.429,20.0,62.0,20.0,20.0,100.0,100.0,0.0,1.0,20.0,60.0,40.0,0.0,0.0,1.0,1.0,100.0,40.0,1.0,1.0,0.0,0.0,0.0,100.0,200.0,64.0,,0.0,20.0,7.0,7.0,7.0,40.0,60.0,1.0,40.0,0.4,0.4898979485566356,0.0,1.0,40.0,1.0,,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,31.162790697674417,100.0,40.0,51.16279069767442,48.83720930232558,62.0,1.0,0.0,62.0,1.0,0.0
tfim,20,2,4,nwqsim,mpi,608.75,20.0,62.0,20.0,20.0,100.0,100.0,0.0,1.0,20.0,60.0,40.0,0.0,0.0,1.0,1.0,100.0,40.0,1.0,1.0,0.0,0.0,0.0,100.0,200.0,64.0,,0.0,20.0,7.0,7.0,7.0,40.0,60.0,1.0,40.0,0.4,0.4898979485566356,0.0,1.0,40.0,1.0,,,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,31.162790697674417,100.0,40.0,51.16279069767442,48.83720930232558,62.0,1.0,0.0,62.0,1.0,0.0
tfim,22,1,32,nwqsim,mpi,913.1899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfim,23,1,8,ibmq,ibm_torino,53.94577980041504,,71.0,35.83720930232558,,115.0,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,58.83720930232558,56.16279069767442,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,71.0,23.0,23.0,23.0,115.0,46.0,46.0,69.0,71.0,1.0,0.0,23.0,46.0,,1.0,343.0,133.0,499.0,103.0,0.0,107.0,3.0,0.40601503759398494,103.0,23.0,170.0,203.0,1.0,0.0,1.0,2.910692905075848,4.830985915492958,2.239130434782609,,,23.0,,,,23.0,,,,,,,,,,,,,,,,,CPU,sync,,ibm_torino,hardware,False,71.0,35.83720930232558,115.0,46.0,58.83720930232558,56.16279069767442,71.0,1.0,0.0,71.0,1.0,0.0
tfim,24,1,8,tnqvm,exatn-mps,0.0,,74.0,24.0,,120.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,48.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,24.0,120.0,48.0,48.0,72.0,74.0,1.0,0.0,74.0,1.0,0.0
tfim,24,1,32,nwqsim,mpi,1454.974,,74.0,24.0,,120.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,48.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,24.0,120.0,48.0,48.0,72.0,74.0,1.0,0.0,74.0,1.0,0.0
tfim,24,2,4,tnqvm,exatn-mps,0.0,,74.0,24.0,,120.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,48.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,24.0,120.0,48.0,48.0,72.0,74.0,1.0,0.0,74.0,1.0,0.0
